label,N,P,K,ph,EC,S,Cu,Fe,Mn,Zn,B
grapes,139.81730769230768,47.50961538461539,83.73076923076923,6.050000000000001,0.19576923076923075,0.10963846153846155,15.25423076923077,107.12173076923077,97.19759615384615,39.7101923076923,36.48807692307692
mango,114.74038461538461,78.16346153846153,157.46153846153845,5.779807692307693,0.9800961538461539,0.250375,13.880384615384616,129.78192307692308,84.51307692307692,35.73932692307692,61.51413461538462
mulberry,144.41346153846155,21.35576923076923,86.0,6.3798076923076925,0.5411538461538462,2.185409615384615,24.563942307692308,185.29942307692306,855.8579807692307,25.0225,18.8325
pomegranate,153.07692307692307,48.74038461538461,193.10576923076923,6.4067307692307685,0.48740384615384613,0.22101923076923077,13.104326923076922,90.85769230769232,47.322692307692314,45.58173076923077,32.15509615384615
potato,108.88,44.27,152.22,5.276,1.9152,0.09951259999999999,20.26,40.037,168.19709999999998,35.757400000000004,17.2314
ragi,152.25,74.6923076923077,295.53846153846155,6.713461538461539,1.2327884615384617,0.023763173076923074,16.943076923076923,147.2089423076923,64.35807692307692,24.288365384615382,5.84
